originAirport,destinationAirport,minPrice
CWB,BCN,785
CWB,BUE,292
CWB,EZE,300
CWB,LAX,686
CWB,LIS,729
CWB,MAD,735
CWB,MIA,568
CWB,NYC,574
CWB,OPO,959
LIS,ARN,139
LIS,ATH,165
LIS,BOS,398
LIS,CWB,830
LIS,GIG,636
LIS,GRU,613
LIS,JFK,399
LIS,KEF,220
LIS,LON,55
LIS,MIL,53
LIS,NAP,115
LIS,PAR,52
LIS,PMO,128
LIS,PRG,128
LIS,ROM,67
LIS,SVQ,41
LIS,VLC,26
MAD,BOS,376
MAD,CWB,784
MAD,NYC,332
MAD,SAO,643
MIL,CAG,54
MIL,CFU,63
MIL,CTA,33
MIL,DUS,45
MIL,HER,88
MIL,LAX,458
MIL,NYC,336
MIL,OSL,85
MIL,PMO,38
MIL,PRG,47
MIL,TGD,102
MIL,TIA,50
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,47
MIL,ZTH,162
OPO,AGP,31
OPO,BCN,36
OPO,BIO,41
OPO,BLQ,100
OPO,BOD,32
OPO,BRU,84
OPO,CWB,925
OPO,FNC,41
OPO,GIG,803
OPO,GRU,758
OPO,KEF,197
OPO,LON,66
OPO,LPA,61
OPO,MAD,30
OPO,MIL,44
OPO,MRS,42
OPO,NAP,96
OPO,PAR,50
OPO,PDL,79
OPO,PMO,98
OPO,PRG,86
OPO,ROM,85
OPO,TLS,48
OPO,VLC,40
PTO,CWB,147
SAO,LAX,508
SAO,LIS,523
SAO,NYC,500
SAO,OPO,721
