originAirport,destinationAirport,minPrice
CWB,BCN,787
CWB,BUE,295
CWB,EZE,301
CWB,LAX,688
CWB,LIS,736
CWB,MAD,737
CWB,MIA,569
CWB,NYC,582
CWB,OPO,922
LIS,ARN,139
LIS,ATH,147
LIS,BOS,398
LIS,CWB,850
LIS,GIG,470
LIS,GRU,614
LIS,JFK,410
LIS,KEF,220
LIS,LON,41
LIS,MIL,53
LIS,NAP,114
LIS,PAR,52
LIS,PMO,123
LIS,PRG,128
LIS,ROM,76
LIS,SVQ,32
LIS,VLC,36
MAD,BOS,376
MAD,CWB,786
MAD,NYC,333
MAD,SAO,645
MIL,CAG,54
MIL,CFU,66
MIL,CTA,33
MIL,DUS,46
MIL,HER,88
MIL,LAX,459
MIL,NYC,337
MIL,OSL,85
MIL,PMO,39
MIL,PRG,47
MIL,TGD,102
MIL,TIA,50
MIL,VIE,43
MIL,ZAD,42
MIL,ZAG,47
MIL,ZTH,163
OPO,AGP,41
OPO,BCN,36
OPO,BIO,48
OPO,BLQ,88
OPO,BOD,41
OPO,BRU,55
OPO,CWB,965
OPO,FNC,41
OPO,GIG,766
OPO,GRU,681
OPO,KEF,197
OPO,LON,70
OPO,LPA,50
OPO,MAD,30
OPO,MIL,45
OPO,MRS,55
OPO,NAP,82
OPO,PAR,51
OPO,PDL,84
OPO,PMO,106
OPO,PRG,130
OPO,ROM,79
OPO,TLS,41
OPO,VLC,38
PTO,CWB,147
SAO,LAX,511
SAO,LIS,543
SAO,NYC,499
SAO,OPO,723
