originAirport,destinationAirport,minPrice
CWB,BCN,649
CWB,BUE,298
CWB,EZE,324
CWB,LAX,622
CWB,LIS,724
CWB,MAD,648
CWB,MIA,535
CWB,NYC,536
CWB,OPO,754
LIS,ARN,112
LIS,ATH,133
LIS,BOS,422
LIS,CWB,884
LIS,GIG,633
LIS,GRU,634
LIS,JFK,402
LIS,KEF,167
LIS,LON,33
LIS,MIL,49
LIS,NAP,131
LIS,PAR,47
LIS,PMO,154
LIS,PRG,77
LIS,ROM,86
LIS,SVQ,31
LIS,VLC,58
MAD,BOS,314
MAD,CWB,788
MAD,NYC,344
MAD,SAO,576
MIL,CAG,45
MIL,CFU,93
MIL,CTA,38
MIL,DUS,35
MIL,HER,89
MIL,LAX,489
MIL,NYC,334
MIL,OSL,99
MIL,PMO,35
MIL,PRG,38
MIL,TGD,99
MIL,TIA,52
MIL,VIE,36
MIL,ZAD,39
MIL,ZAG,61
MIL,ZTH,116
OPO,AGP,41
OPO,BCN,46
OPO,BIO,39
OPO,BLQ,78
OPO,BOD,42
OPO,BRU,66
OPO,CWB,939
OPO,FNC,54
OPO,GIG,706
OPO,GRU,724
OPO,KEF,197
OPO,LON,69
OPO,LPA,81
OPO,MAD,35
OPO,MIL,48
OPO,MRS,58
OPO,NAP,124
OPO,PAR,41
OPO,PDL,82
OPO,PMO,173
OPO,PRG,139
OPO,ROM,73
OPO,TLS,49
OPO,VLC,52
PTO,CWB,182
SAO,LAX,584
SAO,LIS,552
SAO,NYC,526
SAO,OPO,596
