originAirport,destinationAirport,minPrice
CWB,BCN,749
CWB,BUE,291
CWB,EZE,281
CWB,LAX,651
CWB,LIS,794
CWB,MAD,763
CWB,MIA,571
CWB,NYC,610
CWB,OPO,928
LIS,ARN,130
LIS,ATH,136
LIS,BOS,445
LIS,CWB,882
LIS,GIG,633
LIS,GRU,610
LIS,JFK,369
LIS,KEF,204
LIS,LON,56
LIS,MIL,60
LIS,NAP,125
LIS,PAR,52
LIS,PMO,116
LIS,PRG,128
LIS,ROM,83
LIS,SVQ,25
LIS,VLC,38
MAD,BOS,307
MAD,CWB,787
MAD,NYC,327
MAD,SAO,673
MIL,CAG,36
MIL,CFU,72
MIL,CTA,37
MIL,DUS,52
MIL,HER,87
MIL,LAX,432
MIL,NYC,346
MIL,OSL,94
MIL,PMO,34
MIL,PRG,46
MIL,TGD,96
MIL,TIA,51
MIL,VIE,30
MIL,ZAD,48
MIL,ZAG,46
MIL,ZTH,159
OPO,AGP,30
OPO,BCN,32
OPO,BIO,15
OPO,BLQ,90
OPO,BOD,28
OPO,BRU,69
OPO,CWB,925
OPO,FNC,43
OPO,GIG,754
OPO,GRU,674
OPO,KEF,183
OPO,LON,67
OPO,LPA,63
OPO,MAD,23
OPO,MIL,44
OPO,MRS,63
OPO,NAP,93
OPO,PAR,46
OPO,PDL,88
OPO,PMO,104
OPO,PRG,85
OPO,ROM,68
OPO,TLS,30
OPO,VLC,42
PTO,CWB,133
SAO,LAX,524
SAO,LIS,52
SAO,NYC,539
SAO,OPO,580
