originAirport,destinationAirport,minPrice
CWB,BCN,773
CWB,BUE,339
CWB,EZE,306
CWB,LAX,696
CWB,LIS,819
CWB,MAD,778
CWB,MIA,572
CWB,NYC,591
CWB,OPO,849
LIS,ARN,171
LIS,ATH,118
LIS,BOS,374
LIS,CWB,814
LIS,GIG,663
LIS,GRU,617
LIS,JFK,379
LIS,KEF,182
LIS,LON,71
LIS,MIL,62
LIS,NAP,132
LIS,PAR,48
LIS,PMO,112
LIS,PRG,159
LIS,ROM,56
LIS,SVQ,35
LIS,VLC,39
MAD,BOS,362
MAD,CWB,840
MAD,NYC,322
MAD,SAO,624
MIL,CAG,40
MIL,CFU,58
MIL,CTA,36
MIL,DUS,45
MIL,HER,94
MIL,LAX,471
MIL,NYC,331
MIL,OSL,91
MIL,PMO,42
MIL,PRG,48
MIL,TGD,94
MIL,TIA,49
MIL,VIE,44
MIL,ZAD,38
MIL,ZAG,39
MIL,ZTH,148
OPO,AGP,41
OPO,BCN,33
OPO,BIO,48
OPO,BLQ,105
OPO,BOD,43
OPO,BRU,72
OPO,CWB,928
OPO,FNC,39
OPO,GIG,702
OPO,GRU,648
OPO,KEF,221
OPO,LON,66
OPO,LPA,58
OPO,MAD,31
OPO,MIL,56
OPO,MRS,55
OPO,NAP,110
OPO,PAR,41
OPO,PDL,70
OPO,PMO,123
OPO,PRG,136
OPO,ROM,73
OPO,TLS,30
OPO,VLC,47
PTO,CWB,147
SAO,LAX,465
SAO,LIS,567
SAO,NYC,523
SAO,OPO,672
