originAirport,destinationAirport,minPrice
CWB,BCN,782
CWB,BUE,291
CWB,EZE,299
CWB,LAX,683
CWB,LIS,726
CWB,MAD,737
CWB,MIA,565
CWB,NYC,571
CWB,OPO,920
LIS,ARN,138
LIS,ATH,144
LIS,BOS,479
LIS,CWB,844
LIS,GIG,611
LIS,GRU,614
LIS,JFK,408
LIS,KEF,214
LIS,LON,68
LIS,MIL,56
LIS,NAP,139
LIS,PAR,40
LIS,PMO,140
LIS,PRG,129
LIS,ROM,56
LIS,SVQ,32
LIS,VLC,34
MAD,BOS,374
MAD,CWB,782
MAD,NYC,331
MAD,SAO,640
MIL,CAG,54
MIL,CFU,64
MIL,CTA,32
MIL,DUS,45
MIL,HER,87
MIL,LAX,454
MIL,NYC,334
MIL,OSL,84
MIL,PMO,38
MIL,PRG,46
MIL,TGD,102
MIL,TIA,50
MIL,VIE,42
MIL,ZAD,42
MIL,ZAG,46
MIL,ZTH,161
OPO,AGP,41
OPO,BCN,28
OPO,BIO,41
OPO,BLQ,100
OPO,BOD,41
OPO,BRU,60
OPO,CWB,958
OPO,FNC,44
OPO,GIG,799
OPO,GRU,678
OPO,KEF,200
OPO,LON,63
OPO,LPA,72
OPO,MAD,30
OPO,MIL,42
OPO,MRS,44
OPO,NAP,96
OPO,PAR,38
OPO,PDL,84
OPO,PMO,106
OPO,PRG,115
OPO,ROM,87
OPO,TLS,30
OPO,VLC,43
PTO,CWB,147
SAO,LAX,449
SAO,LIS,551
SAO,NYC,496
SAO,OPO,713
