originAirport,destinationAirport,minPrice
CWB,BCN,742
CWB,BUE,299
CWB,EZE,312
CWB,LAX,611
CWB,LIS,779
CWB,MAD,709
CWB,MIA,543
CWB,NYC,548
CWB,OPO,828
LIS,ARN,150
LIS,ATH,127
LIS,BOS,383
LIS,CWB,875
LIS,GIG,619
LIS,GRU,640
LIS,JFK,333
LIS,KEF,183
LIS,LON,44
LIS,MIL,56
LIS,NAP,137
LIS,PAR,44
LIS,PMO,152
LIS,PRG,144
LIS,ROM,90
LIS,SVQ,32
LIS,VLC,45
MAD,BOS,372
MAD,CWB,758
MAD,NYC,346
MAD,SAO,604
MIL,CAG,42
MIL,CFU,59
MIL,CTA,41
MIL,DUS,34
MIL,HER,96
MIL,LAX,476
MIL,NYC,335
MIL,OSL,77
MIL,PMO,31
MIL,PRG,45
MIL,TGD,110
MIL,TIA,49
MIL,VIE,38
MIL,ZAD,38
MIL,ZAG,53
MIL,ZTH,135
OPO,AGP,50
OPO,BCN,44
OPO,BIO,50
OPO,BLQ,79
OPO,BOD,42
OPO,BRU,68
OPO,CWB,889
OPO,FNC,48
OPO,GIG,800
OPO,GRU,754
OPO,KEF,208
OPO,LON,61
OPO,LPA,72
OPO,MAD,34
OPO,MIL,41
OPO,MRS,60
OPO,NAP,109
OPO,PAR,41
OPO,PDL,60
OPO,PMO,126
OPO,PRG,131
OPO,ROM,73
OPO,TLS,29
OPO,VLC,46
PTO,CWB,228
SAO,LAX,573
SAO,LIS,665
SAO,NYC,468
SAO,OPO,674
