City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Incheon,Coreia do Sul,2400,1225.62,Várias companhias aéreas,ICN,2023-05-20,2023-05-27,http://kayak.com/flights/OPO-ICN/2023-05-20/2023-05-27/,1225.62,1.0
Paris,França,130,45.23,Ryanair,PAR,2023-06-16,2023-06-20,http://kayak.com/flights/OPO-PAR/2023-06-16/2023-06-20/,45.23,1.0
Londres,Reino Unido,145,69.65,Ryanair,LON,2023-05-02,2023-05-09,http://kayak.com/flights/OPO-LON/2023-05-02/2023-05-09/,69.65,1.0
Nova Iorque,Estados Unidos,935,399.8,Várias companhias aéreas,NYC,2023-05-05,2023-05-09,http://kayak.com/flights/OPO-NYC/2023-05-05/2023-05-09/,399.8,1.0
Los Angeles,Estados Unidos,1135,776.98,Várias companhias aéreas,LAX,2023-09-02,2023-09-09,http://kayak.com/flights/OPO-LAX/2023-09-02/2023-09-09/,776.98,1.0
Copenhaga,Dinamarca,1040,142.01,Várias companhias aéreas,CPH,2023-05-18,2023-05-22,http://kayak.com/flights/OPO-CPH/2023-05-18/2023-05-22/,142.01,1.0
Madrid,Espanha,85,29.85,easyJet,MAD,2023-05-25,2023-06-01,http://kayak.com/flights/OPO-MAD/2023-05-25/2023-06-01/,29.85,1.0
Barcelona,Espanha,115,40.71,Ryanair,BCN,2023-05-17,2023-05-24,http://kayak.com/flights/OPO-BCN/2023-05-17/2023-05-24/,40.71,1.0
São Francisco,Estados Unidos,1445,593.36,KLM,SFO,2024-03-21,2024-03-28,http://kayak.com/flights/OPO-SFO/2024-03-21/2024-03-28/,593.36,1.0
Banguecoque,Tailândia,2005,785.12,Turkish Airlines,BKK,2023-05-16,2023-05-21,http://kayak.com/flights/OPO-BKK/2023-05-16/2023-05-21/,785.12,1.0
Miami,Estados Unidos,1620,374.47,TAP AIR PORTUGAL,MIA,2024-02-26,2024-03-04,http://kayak.com/flights/OPO-MIA/2024-02-26/2024-03-04/,374.47,1.0
Boston,Estados Unidos,1240,431.46,Várias companhias aéreas,BOS,2023-10-02,2023-10-09,http://kayak.com/flights/OPO-BOS/2023-10-02/2023-10-09/,431.46,1.0
Lisboa,Portugal,60,75.98,TAP AIR PORTUGAL,LIS,2023-06-25,2023-06-29,http://kayak.com/flights/OPO-LIS/2023-06-25/2023-06-29/,75.98,1.0
Viena,Áustria,965,98.6,Várias companhias aéreas,VIE,2023-05-11,2023-05-15,http://kayak.com/flights/OPO-VIE/2023-05-11/2023-05-15/,98.6,1.0
Frankfurt,Alemanha,485,108.55,Ryanair,FRA,2023-05-31,2023-06-07,http://kayak.com/flights/OPO-FRA/2023-05-31/2023-06-07/,108.55,1.0
Amesterdão,Holanda,165,114.88,Transavia,AMS,2023-11-10,2023-11-14,http://kayak.com/flights/OPO-AMS/2023-11-10/2023-11-14/,114.88,1.0
Nova Deli,Índia,1605,812.25,Lufthansa,DEL,2023-05-26,2023-06-01,http://kayak.com/flights/OPO-DEL/2023-05-26/2023-06-01/,812.25,1.0
Las Vegas,Estados Unidos,1835,728.14,United Airlines,LAS,2023-11-16,2023-11-23,http://kayak.com/flights/OPO-LAS/2023-11-16/2023-11-23/,728.14,1.0
Roma,Itália,190,76.89,Wizz Air Malta,ROM,2023-11-28,2023-12-02,http://kayak.com/flights/OPO-ROM/2023-11-28/2023-12-02/,76.89,1.0
Manila,Filipinas,2025,1150.54,Várias companhias aéreas,MNL,2023-07-09,2023-07-16,http://kayak.com/flights/OPO-MNL/2023-07-09/2023-07-16/,1150.54,1.0
Istambul,Turquia,595,229.75,Várias companhias aéreas,IST,2023-11-26,2023-12-03,http://kayak.com/flights/OPO-IST/2023-11-26/2023-12-03/,229.75,1.0
